Movie Name,Release Year,Director,Age Difference,Actor 1 Name,Actor 1 Gender,Actor 1 Birthdate,Actor 1 Age,Actor 2 Name,Actor 2 Gender,Actor 2 Birthdate,Actor 2 Age
Laws of Attraction,2004,Peter Howitt,7,Pierce Brosnan,man,16/05/1953,51,Julianne Moore,woman,3/12/1960,44
Long Shot,2019,Jonathan Levine,7,Seth Rogen,man,15/04/1982,37,Charlize Theron,woman,7/08/1975,44
Lord of War,2005,Andrew Niccol,7,Nicolas Cage,man,7/01/1964,41,Bridget Moynahan,woman,28/04/1971,34
Love Actually,2003,Richard Curtis,7,Martin Freeman,man,8/09/1971,32,Joanna Page,woman,23/03/1978,25
Lucky You,2007,Curtis Hanson,7,Eric Bana,man,9/08/1968,39,Drew Barrymore,woman,22/02/1975,32
Maid in Manhattan,2002,Wayne Wang,7,Ralph Fiennes,man,22/12/1962,40,Jennifer Lopez,woman,24/07/1969,33
Mamma Mia!,2008,Phyllida Lloyd,7,Dominic Cooper,man,2/06/1978,30,Amanda Seyfried,woman,3/12/1985,23
"Me, Myself & Irene",2000,"Bobby Farrelly, Peter Farrelly",7,Jim Carrey,man,17/01/1962,38,Renee Zellweger,woman,25/04/1969,31
Mrs. Doubtfire,1993,Chris Columbus,7,Pierce Brosnan,man,16/05/1953,40,Sally Field,woman,6/11/1946,47
Never Been Kissed,1999,Raja Gosnell,7,Michael Vartan,man,27/11/1968,31,Drew Barrymore,woman,22/02/1975,24
Notting Hill,1999,Roger Michell,7,Hugh Grant,man,9/09/1960,39,Julia Roberts,woman,28/10/1967,32
Old School,2003,Todd Phillips,7,Craig Kilborn,man,24/08/1962,41,Ellen Pompeo,woman,10/11/1969,34
Oppenheimer,2023,Christopher Nolan,7,Cillian Murphy,man,25/05/1976,47,Emily Blunt,woman,23/02/1983,40
Remember the Titans,2000,Boaz Yakin,7,Ryan Hurst,man,19/06/1976,24,Kate Bosworth,woman,2/01/1983,17
Road House,1989,Rowdy Herrington,7,Patrick Swayze,man,18/08/1952,37,Kelly Lynch,woman,31/01/1959,30
Serendipity,2001,Peter Chelsom,7,John Cusack,man,28/06/1966,35,Kate Beckinsale,woman,26/07/1973,28
Spider-Man,2002,Sam Raimi,7,Tobey Maguire,man,27/06/1975,27,Kirsten Dunst,woman,30/04/1982,20
State of the Union,1948,Frank Capra,7,Spencer Tracy,man,5/04/1900,48,Katharine Hepburn,woman,12/05/1907,41
Talladega Nights: The Ballad of Ricky Bobby,2006,Adam McKay,7,Will Ferrell,man,16/07/1967,39,Leslie Bibb,woman,17/11/1974,32
That Thing You Do!,1996,Tom Hanks,7,Tom Everett Scott,man,7/09/1970,26,Liv Tyler,woman,1/07/1977,19
The Book of Love,2017,Bill Purple,7,Jason Sudeikis,man,18/09/1975,42,Jessica Biel,woman,3/03/1982,35
The Duchess,2008,Saul Dibb,7,Dominic Cooper,man,2/06/1978,30,Keira Knightley,woman,26/03/1985,23
The Fast and the Furious,2001,Rob Cohen,7,Paul Walker,man,12/09/1973,28,Jordana Brewster,woman,26/04/1980,21
The Hustler,1961,Robert Rossen,7,Paul Newman,man,26/01/1925,36,Piper Laurie,woman,22/01/1932,29
The Kids Are All Right,2010,Lisa Cholodenko,7,Mark Ruffalo,man,22/11/1967,43,Julianne Moore,woman,3/12/1960,50
The Promise,2016,Terry George,7,Oscar Isaac,man,9/03/1979,37,Charlotte Le Bon,woman,4/09/1986,30
The Sting,1973,George Roy Hill,7,Paul Newman,man,26/01/1925,48,Eileen Brennan,woman,3/09/1932,41
There's Something About Mary,1998,"Bobby Farrelly, Peter Farrelly",7,Ben Stiller,man,30/11/1965,33,Cameron Diaz,woman,30/08/1972,26
Thunderball,1965,Terence Young,7,Sean Connery,man,25/08/1930,35,Luciana Paluzzi,woman,10/06/1937,28
What Women Want,2000,Nancy Meyers,7,Mel Gibson,man,3/01/1956,44,Helen Hunt,woman,15/06/1963,37
Wild Things,1998,John McNaughton,7,Matt Dillon,man,18/02/1964,34,Denise Richards,woman,17/02/1971,27
Your Place or Mine,2023,Aline Brosh McKenna,7,Ashton Kutcher,man,7/02/1978,45,Zoë Chao,woman,19/09/1985,38
A Beautiful Mind,2001,Ron Howard,6,Russell Crowe,man,7/04/1964,37,Jennifer Connelly,woman,12/12/1970,31
A Star Is Born,1975,Frank Pierson,6,Kris Kristofferson,man,22/06/1936,39,Barbra Streisand,woman,24/04/1942,33
A Walk to Remember,2002,Adam Shankman,6,Shane West,man,10/06/1978,24,Mandy Moore,woman,10/04/1984,18
American Sniper,2014,Clint Eastwood,6,Bradley Cooper,man,5/01/1975,39,Sienna Miller,woman,28/12/1981,33
An Officer and a Gentleman,1982,Taylor Hackford,6,Richard Gere,man,31/08/1949,33,Debra Winger,woman,16/05/1955,27
Atonement,2007,Joe Wright,6,James McAvoy,man,21/04/1979,28,Keira Knightley,woman,26/03/1985,22
Bridesmaids,2011,Paul Feig,6,Chris O'Dowd,man,9/10/1979,32,Kristen Wiig,woman,22/08/1973,38
Chasing Liberty,2004,Andy Cadiff,6,Matthew Goode,man,3/04/1978,26,Mandy Moore,woman,10/04/1984,20
Chef,2014,Jon Favreau,6,Jon Favreau,man,19/10/1966,48,Sofia Vergara,woman,10/07/1972,42
Desperado,1995,Robert Rodriguez,6,Antonio Banderas,man,10/08/1960,35,Salma Hayek,woman,2/09/1966,29
Down to Earth,2001,"Paul Weitz, Chris Weitz",6,Chris Rock,man,7/02/1965,36,Regina King,woman,15/01/1971,30
Dr. No,1962,Terence Young,6,Sean Connery,man,25/08/1930,32,Ursula Andress,woman,19/03/1936,26
Empire,2002,Franc. Reyes,6,John Leguizamo,man,22/07/1964,38,Delilah Cotto,woman,26/11/1970,32
Four Christmases,2008,Seth Gordon,6,Vince Vaughn,man,28/03/1970,38,Reese Witherspoon,woman,21/03/1976,32
Funny People,2009,Judd Apatow,6,Adam Sandler,man,9/09/1966,43,Leslie Mann,woman,26/03/1972,37
Garden State,2004,Zach Braff,6,Zach Braff,man,6/04/1975,29,Natalie Portman,woman,9/06/1981,23
Hitch,2005,Andy Tennant,6,Will Smith,man,25/09/1968,37,Eva Mendes,woman,5/03/1974,31
In Good Company,2004,Paul Weitz,6,Topher Grace,man,19/07/1978,26,Scarlett Johansson,woman,22/11/1984,20
L'Avventura,1960,Michelangelo Antonioni,6,Gabriele Ferzetti,man,17/03/1925,35,Monica Vitti,woman,3/11/1931,29
La Strada,1954,Federico Fellini,6,Anthony Quinn,man,21/04/1915,39,Giulietta Masina,woman,22/02/1921,33
Legally Blonde,2001,Robert Luketic,6,Matthew Davis,man,8/05/1978,23,Selma Blair,woman,23/06/1972,29
Meet Bill,2007,"Bernie Goldmann, Melisa Wallack",6,Aaron Eckhart,man,12/03/1968,39,Elizabeth Banks,woman,10/02/1974,33
Meet Bill,2007,"Bernie Goldmann, Melisa Wallack",6,Timothy Olyphant,man,20/05/1968,39,Elizabeth Banks,woman,10/02/1974,33
Nightmare Alley,2021,Guillermo del Toro,6,Bradley Cooper,man,5/01/1975,46,Cate Blanchett,woman,14/05/1969,52
On Her Majesty's Secret Service,1969,Peter R. Hunt,6,George Lazenby,man,5/09/1939,30,Angela Scoular,woman,8/11/1945,24
Prince of Persia: The Sands of Time,2010,Jordan Mechner,6,Jake Gyllenhaal,man,19/12/1980,30,Gemma Arterton,woman,2/02/1986,24
Raising Arizona,1987,Joel Coen,6,Nicolas Cage,man,7/01/1964,23,Holly Hunter,woman,20/03/1958,29
Savages,2007,undefined,6,Taylor Kitsch,man,8/04/1981,26,Blake Lively,woman,25/08/1987,20
Schindler's List,1993,Steven Spielberg,6,Ralph Fiennes,man,22/12/1962,31,Magdalena Komornicka,woman,10/10/1968,25
Shutter Island,2010,Martin Scorsese,6,Leonardo DiCaprio,man,11/11/1974,36,Michelle Williams,woman,9/09/1980,30
Slumdog Millionaire,2008,Danny Boyle,6,Dev Patel,man,23/04/1990,18,Freida Pinto,woman,18/10/1984,24
Sound of Music,1965,Robert Wise,6,Christopher Plummer,man,13/12/1929,36,Julie Andrews,woman,1/10/1935,30
Spider-Man: Homecoming,2017,Jon Watts,6,Tom Holland,man,1/06/1996,21,Laura Harrier,woman,28/03/1990,27
Stone,2010,John Curran,6,Edward Norton,man,18/08/1969,41,Milla Jovovich,woman,17/12/1975,35
Summer Catch,2001,Michael Tollin,6,Freddie Prinze Jr.,man,8/03/1976,25,Jessica Biel,woman,3/03/1982,19
The Age of Adaline,2015,Lee Toland Krieger,6,Michiel Huisman,man,18/07/1981,34,Blake Lively,woman,25/08/1987,28
The Curious Case of Benjamin Button,2008,David Fincher,6,Brad Pitt,man,18/12/1963,45,Cate Blanchett,woman,14/05/1969,39
The Devil Wears Prada,2006,David Frankel,6,Adrian Grenier,man,10/07/1976,30,Anne Hathaway,woman,12/11/1982,24
The Family Stone,2007,Thomas Bezucha,6,Luke Wilson,man,21/09/1971,36,Sarah Jessica Parker,woman,25/03/1965,42
The Godfather,1972,Francis Ford Coppola,6,Marlon Brando,man,3/04/1924,48,Morgana King,woman,4/06/1930,42
The Godfather,1972,Francis Ford Coppola,6,Al Pacino,man,25/04/1940,32,Diane Keaton,woman,5/01/1946,26
The Graduate,1967,Mike Nichols,6,Dustin Hoffman,man,8/08/1937,30,Anne Bancroft,woman,17/09/1931,36
The Holiday,2006,Nancy Meyers,6,Jack Black,man,28/08/1969,37,Kate Winslet,woman,5/10/1975,31
The Hollars,2016,John Krasinski,6,John Krasinski,man,20/10/1979,37,Anna Kendrick,woman,9/08/1985,31
The King's Speech,2010,Tom Hooper,6,Colin Firth,man,10/09/1960,50,Helena Bonham Carter,woman,26/05/1966,44
The Replacements,2000,Howard Deutch,6,Keanu Reeves,man,2/09/1964,36,Brooke Langton,woman,27/11/1970,30
The Way We Were,1973,Sydney Pollack,6,Robert Redford,man,18/08/1936,37,Barbra Streisand,woman,24/04/1942,31
W.,2008,Oliver Stone,6,Josh Brolin,man,12/02/1968,40,Elizabeth Banks,woman,10/02/1974,34
Wedding Crashers,2005,David Dobkin,6,Vince Vaughn,man,28/03/1970,35,Isla Fisher,woman,3/02/1976,29
Zoolander,2001,Ben Stiller,6,Ben Stiller,man,30/11/1965,36,Christine Taylor,woman,30/07/1971,30
13 Going on 30,2004,Gary Winick,5,Mark Ruffalo,man,22/11/1967,37,Jennifer Garner,woman,17/04/1972,32
27 Dresses,2008,Anne Fletcher,5,James Marsden,man,18/09/1973,35,Katherine Heigl,woman,24/11/1978,30
A View to a Kill,1985,John Glen,5,Christopher Walken,man,31/03/1943,42,Grace Jones,woman,19/05/1948,37
About Time,2013, Richard Curtis,5,Domhnall Gleeson,man,12/05/1983,30,Rachel McAdams,woman,17/11/1978,35
Adrift,2018,Baltasar Kormákur,5,Sam Claflin,man,27/06/1986,32,Shailene Woodley,woman,15/11/1991,27
All About the Benjamins,2002,Kevin Bray,5,Ice Cube,man,15/06/1969,33,Valarie Rae Miller,woman,16/04/1974,28
American Pie,1999,"Paul Weitz, Chris Weitz",5,Jason Biggs,man,12/05/1978,21,Shannon Elizabeth,woman,7/09/1973,26
American Pie,1999,"Paul Weitz, Chris Weitz",5,Thomas Ian Nicholas,man,10/07/1980,19,Tara Reid,woman,8/11/1975,24
Anna Karenina,2012,Joe Wright,5,Aaron Taylor-Johnson,man,13/06/1990,22,Keira Knightley,woman,26/03/1985,27
Armageddon,1998,Michael Bay,5,Ben Affleck,man,15/08/1972,26,Liv Tyler,woman,1/07/1977,21
Baby Driver,2017,Edgar Wright,5,Ansel Elgort,man,14/03/1994,23,Lily James,woman,5/04/1989,28
Blue Crush,2002,John Stockwell,5,Matthew Davis,man,8/05/1978,24,Kate Bosworth,woman,2/01/1983,19
Captain America: Civil War,2016,Joe & Anthony Russo,5,Chris Evans,man,13/06/1981,35,Emily VanCamp,woman,12/05/1986,30
Chips,2017,Dax Shepard,5,Dax Shepard,man,2/01/1975,42,Kristen Bell,woman,18/07/1980,37
Cinderella Man,2005,Ron Howard,5,Russell Crowe,man,7/04/1964,41,Renee Zellweger,woman,25/04/1969,36
Closer,2004,Mike Nichols,5,Jude Law,man,29/12/1972,32,Julia Roberts,woman,28/10/1967,37
Cold Mountain,2003,Anthony Minghella,5,Jude Law,man,29/12/1972,31,Nicole Kidman,woman,20/06/1967,36
Crazy Rich Asians,2018, Jon M. Chu,5,Henry Golding,man,5/02/1987,31,Constance Wu,woman,22/03/1982,36
Days of Thunder,1990,Tony Scott,5,Tom Cruise,man,3/07/1962,28,Nicole Kidman,woman,20/06/1967,23
Dear John,2010,Lasse Hallström,5,Channing Tatum,man,26/04/1980,30,Amanda Seyfried,woman,3/12/1985,25
Ed Wood,1994,Tim Burton,5,Johnny Depp,man,9/06/1963,31,Patricia Arquette,woman,8/04/1968,26
Elizabethtown,2005,Cameron Crowe,5,Orlando Bloom,man,13/01/1977,28,Kirsten Dunst,woman,30/04/1982,23
Evan Almighty,2007,Tom Shadyac,5,Steve Carell,man,16/08/1962,45,Lauren Graham,woman,16/03/1967,40
Ex Machina,2014,Alex Garland,5,Domhnall Gleeson,man,12/05/1983,31,Alicia Vikander,woman,3/10/1988,26
Forgetting Sarah Marshall,2008,Nicholas Stoller,5,Russell Brand,man,4/06/1975,33,Kristen Bell,woman,18/07/1980,28
Goldfinger,1964,Guy Hamilton,5,Sean Connery,man,25/08/1930,34,Honor Blackman,woman,22/08/1925,39
He's Just Not That Into You,2009,Ken Kwapis,5,Bradley Cooper,man,5/01/1975,34,Jennifer Connelly,woman,12/12/1970,39
Head over Heels,2001,Mark Waters,5,Freddie Prinze Jr.,man,8/03/1976,25,Monica Potter,woman,30/06/1971,30
Heartbreakers,2001,David Mirkin,5,Ray Liotta,man,18/12/1954,47,Sigourney Weaver,woman,8/10/1949,52
Here on Earth,2000,Mark Piznarski,5,Josh Hartnett,man,21/07/1978,22,Leelee Sobieski,woman,10/06/1983,17
Jersey Girl,2004,Kevin Smith,5,Ben Affleck,man,15/08/1972,32,Liv Tyler,woman,1/07/1977,27
King Kong,2005,Peter Jackson,5,Adrien Brody,man,14/04/1973,32,Naomi Watts,woman,28/09/1968,37
L.A. Story,1991,Mick Jackson,5,Steve Martin,man,14/08/1945,46,Victoria Tennant,woman,30/09/1950,41
Laggies,2014,Lynn Shelton,5,Mark Webber,man,19/07/1980,34,Keira Knightley,woman,26/03/1985,29
Le Mans,1971,Lee H. Katzin,5,Steve McQueen,man,24/03/1930,41,Elga Andersen,woman,2/02/1935,36
Legally Blonde,2001,Robert Luketic,5,Luke Wilson,man,21/09/1971,30,Reese Witherspoon,woman,21/03/1976,25
Les Miserables,2012,Tom Hooper,5,Sacha Baron Cohen,man,13/10/1971,41,Helena Bonham Carter,woman,26/05/1966,46
Magnolia,1999,Paul Thomas Anderson,5,John C. Reilly,man,24/05/1965,34,Melora Walters,woman,21/10/1960,39
Mona Lisa Smile,2003,Mike Newell,5,John Slattery,man,13/08/1962,41,Julia Roberts,woman,28/10/1967,36
Monster,2003,Patty Jenkins,5,Charlize Theron,woman,7/08/1975,28,Christina Ricci,woman,12/02/1980,23
Mr. Deeds,2002,Steven Brill,5,Adam Sandler,man,9/09/1966,36,Winona Ryder,woman,29/10/1971,31
Mrs. Doubtfire,1993,Chris Columbus,5,Robin Williams,man,21/07/1951,42,Sally Field,woman,6/11/1946,47
On Her Majesty's Secret Service,1969,Peter R. Hunt,5,George Lazenby,man,5/09/1939,30,Catherine Schell,woman,17/07/1944,25
P.S. I Love You,2007,Richard LaGravenese,5,Gerard Butler,man,13/11/1969,38,Hilary Swank,woman,30/07/1974,33
Pearl Harbor,2001,Michael Bay,5,Josh Hartnett,man,21/07/1978,23,Kate Beckinsale,woman,26/07/1973,28
Professor Marston and the Wonder Women,2017,Angela Robinson,5,Rebecca Hall,woman,3/05/1982,35,Bella Heathcote,woman,27/05/1987,30
Push,2009,Paul McGuigan,5,Chris Evans,man,13/06/1981,28,Camilla Belle,woman,2/10/1986,23
Queen of the Damned,2002,Michael Rymer,5,Stuart Townsend,man,15/12/1972,30,Marguerite Moreau,woman,25/04/1977,25
Romeo + Juliet,1996,Baz Luhrmann,5,Leonardo DiCaprio,man,11/11/1974,22,Claire Danes,woman,12/04/1979,17
Sleepless in Seattle,1993,Nora Ephron,5,Tom Hanks,man,9/07/1956,37,Meg Ryan,woman,19/11/1961,32
Sweet Home Alabama,2002,Andy Tennant,5,Josh Lucas,man,20/06/1971,31,Reese Witherspoon,woman,21/03/1976,26
Tag,2018,Jeff Tomsic,5,Jon Hamm,man,10/03/1971,47,Rashida Jones,woman,25/02/1976,42
The Amazing Spider-Man,2012,Marc Webb,5,Andrew Garfield,man,20/08/1983,29,Emma Stone,woman,6/11/1988,24
The Aviator,2004,Martin Scorsese,5,Leonardo DiCaprio,man,11/11/1974,30,Cate Blanchett,woman,14/05/1969,35
The Big Sick,2017,Michael Showalter,5,Kumail Nanjiani,man,21/02/1978,39,Zoe Kazan,woman,9/09/1983,34
The Decoy Bride,2011,Sheree Folkson,5,David Tennant,man,18/04/1971,40,Kelly Macdonald,woman,23/02/1976,35
The Dictator,2012,Larry Charles,5,Sacha Baron Cohen,man,13/10/1971,41,Anna Faris,woman,29/11/1976,36
The Good Shepherd,2006,Robert De Niro,5,Matt Damon,man,8/10/1970,36,Angelina Jolie,woman,4/06/1975,31
The Notebook,2004,Nick Cassavetes,5,James Marsden,man,18/09/1973,31,Rachel McAdams,woman,17/11/1978,26
The Royal Tenenbaums,2001,Wes Anderson,5,Danny Glover,man,22/07/1946,55,Anjelica Huston,woman,8/07/1951,50
The Whole Nine Yards,2000,Jonathan Lynn,5,Matthew Perry,man,19/08/1969,31,Natasha Henstridge,woman,15/08/1974,26
The Whole Truth,2016,Courtney Hunt,5,Keanu Reeves,man,2/09/1964,52,Renee Zellweger,woman,25/04/1969,47
The Wood,1999,Rick Famuyiwa,5,Taye Diggs,man,2/01/1971,28,LisaRaye McCoy,woman,23/09/1966,33
Third Person,2013,Paul Haggis,5,James Franco,man,19/04/1978,35,Mila Kunis,woman,14/08/1983,30
Top Gun,1986,Tony Scott,5,Tom Cruise,man,3/07/1962,24,Kelly McGillis,woman,9/07/1957,29
What's Your Number?,2011,Mark Mylod,5,Chris Evans,man,13/06/1981,30,Anna Faris,woman,29/11/1976,35
When a Man Loves a Woman,1994,Luis Mandoki,5,Andy Garcia,man,12/04/1956,38,Meg Ryan,woman,19/11/1961,33
Win a Date with Tad Hamilton!,2004,Robert Luketic,5,Topher Grace,man,19/07/1978,26,Kate Bosworth,woman,2/01/1983,21
Wonder Woman,2017,Patty Jenkins,5,Chris Pine,man,26/08/1980,37,Gal Gadot,woman,30/04/1985,32
Your Place or Mine,2023,Aline Brosh McKenna,5,Jesse Williams,man,5/08/1981,42,Reese Witherspoon,woman,21/03/1976,47
Zombieland,2009,Ruben Fleischer,5,Jesse Eisenberg,man,5/10/1983,26,Emma Stone,woman,6/11/1988,21
Zombieland: Double Tap,2019,Ruben Fleischer,5,Jesse Eisenberg,man,5/10/1983,36,Emma Stone,woman,6/11/1988,31
300,2007,Zack Snyder,4,Gerard Butler,man,13/11/1969,38,Lena Headey,woman,3/10/1973,34
50/50,2011,Jonathan Levine,4,Joseph Gordon-Levitt,man,17/02/1981,30,Anna Kendrick,woman,9/08/1985,26
A Walk in the Clouds,1995,Alfonso Arau,4,Keanu Reeves,man,2/09/1964,31,Debra Messing,woman,15/08/1968,27
A Walk in the Clouds,1995,Alfonso Arau,4,Keanu Reeves,man,2/09/1964,31,Aitana Sánchez-Gijón,woman,5/11/1968,27
All About the Benjamins,2002,Kevin Bray,4,Mike Epps,man,18/11/1970,32,Eva Mendes,woman,5/03/1974,28
All the Pretty Horses,2000,Billy Bob Thornton,4,Matt Damon,man,8/10/1970,30,Penelope Cruz,woman,28/04/1974,26
Along Came Polly,2004,John Hamburg,4,Ben Stiller,man,30/11/1965,39,Jennifer Aniston,woman,11/02/1969,35
American Beauty,1999,Sam Mendes,4,Wes Bentley,man,4/09/1978,21,Thora Birch,woman,11/03/1982,17
Anchorman: The Legend of Ron Burgundy,2004,Adam McKay,4,Will Ferrell,man,16/07/1967,37,Christina Applegate,woman,25/11/1971,33
Avengers: Age of Ultron,2015,Joss Whedon,4,Jeremy Renner,man,7/01/1971,44,Linda Cardellini,woman,25/06/1975,40
Batman Begins,2005,Christopher Nolan,4,Christian Bale,man,30/01/1974,31,Katie Holmes,woman,18/12/1978,27
Boogie Nights,1997,Paul Thomas Anderson,4,Mark Wahlberg,man,5/06/1971,26,Philip Seymour Hoffman,man,23/07/1967,30
Boogie Nights,1997,Paul Thomas Anderson,4,Don Cheadle,man,29/11/1964,33,Melora Walters,woman,21/10/1960,37
Broken Hill,2009,Dagen Merrill,4,Luke Arnold,man,24/01/1984,25,Alexa PenaVega,woman,27/08/1988,21
Brooklyn,2015,John Crowley,4,Emory Cohen,man,13/03/1990,25,Saoirse Ronan,woman,12/04/1994,21
Café Society,2016,Woody Allen,4,Jesse Eisenberg,man,5/10/1983,33,Blake Lively,woman,25/08/1987,29
Chasing Amy,1997,Kevin Smith,4,Ben Affleck,man,15/08/1972,25,Joey Lauren Adams,woman,9/01/1968,29
Chicago,2002,Rob Marshall,4,John C. Reilly,man,24/05/1965,37,Renee Zellweger,woman,25/04/1969,33
Chinatown,1974,Roman Polanski,4,Jack Nicholson,man,22/04/1937,37,Faye Dunaway,woman,14/01/1941,33
Crimson Peak,2015,Guillermo del Toro,4,Tom Hiddleston,man,9/02/1981,34,Jessica Chastain,woman,24/03/1977,38
Dr. No,1962,Terence Young,4,Sean Connery,man,25/08/1930,32,Zena Marshall,woman,1/01/1926,36
First Man,2018,Damien Chazelle,4,Ryan Gosling,man,12/11/1980,38,Claire Foy,woman,16/04/1984,34
Funny People,2009,Judd Apatow,4,Eric Bana,man,9/08/1968,41,Leslie Mann,woman,26/03/1972,37
Grosse Pointe Blank,1997,George Armitage,4,John Cusack,man,28/06/1966,31,Minnie Driver,woman,31/01/1970,27
Happy Gilmore,1996,Dennis Dugan,4,Adam Sandler,man,9/09/1966,30,Julie Bowen,woman,3/03/1970,26
Here on Earth,2000,Mark Piznarski,4,Chris Klein,man,14/03/1979,21,Leelee Sobieski,woman,10/06/1983,17
Hidden Figures,2016,Theodore Melfi,4,Mahershala Ali,man,16/02/1974,42,Taraji P. Henson,woman,11/09/1970,46
I Think I Love My Wife,2007,Chris Rock,4,Chris Rock,man,7/02/1965,42,Gina Torres,woman,25/04/1969,38
In Time,2011,Andrew Niccol,4,Justin Timberlake,man,31/01/1981,30,Amanda Seyfried,woman,3/12/1985,26
It's Complicated,2009,Nancy Meyers,4,Steve Martin,man,14/08/1945,64,Meryl Streep,woman,22/06/1949,60
Juno,2007,Jason Reitman,4,J.K. Simmons,man,9/01/1955,52,Allison Janney,woman,19/11/1959,48
Knocked Up,2007,Judd Apatow,4,Seth Rogen,man,15/04/1982,25,Katherine Heigl,woman,24/11/1978,29
La Dolce Vita,1960,Federico Fellini,4,Marcello Mastroianni,man,28/09/1924,36,Yvonne Furneaux,woman,11/05/1928,32
Leap Year,2010,Anand Tucker,4,Matthew Goode,man,3/04/1978,32,Amy Adams,woman,20/08/1974,36
Mamma Mia!,2008,Phyllida Lloyd,4,Pierce Brosnan,man,16/05/1953,55,Meryl Streep,woman,22/06/1949,59
Meet the Parents,2000,Jay Roach,4,Ben Stiller,man,30/11/1965,35,Teri Polo,woman,1/06/1969,31
Midsommar,2019,Ari Aster,4,Florence Pugh,woman,3/01/1996,23,Jack Reynor,man,23/01/1992,27
Moulin Rouge!,2001,Baz Luhrmann,4,Ewan McGregor,man,31/03/1971,30,Nicole Kidman,woman,20/06/1967,34
My Best Friend's Wedding,1997,P.J. Hogan,4,Dermot Mulroney,man,31/10/1963,34,Julia Roberts,woman,28/10/1967,30
Peter Rabbit,2018, Will Gluck,4,Domhnall Gleeson,man,12/05/1983,35,Rose Byrne,woman,24/07/1979,39
Reservation Road,2007,Terry George,4,Joaquin Phoenix,man,28/10/1974,33,Jennifer Connelly,woman,12/12/1970,37
Sex and the City,2008,Michael Patrick King,4,Evan Handler,man,10/01/1961,47,Kristin Davis,woman,24/02/1965,43
Siberia,2018,Matthew Ross,4,Keanu Reeves,man,2/09/1964,54,Molly Ringwald,woman,18/02/1968,50
Soul Food,1997,George Tillman Jr.,4,Jeffrey D. Sams,man,18/06/1968,29,Vivica A. Fox,woman,30/07/1964,33
Soul Food,1997,George Tillman Jr.,4,Mekhi Phifer,man,29/12/1974,23,Nia Long,woman,30/10/1970,27
Source Code,2011,Duncan Jones,4,Jake Gyllenhaal,man,19/12/1980,31,Michelle Monaghan,woman,23/03/1976,35
Spectre,2015,Sam Mendes,4,Daniel Craig,man,2/03/1968,47,Monica Bellucci,woman,30/09/1964,51
The Artist,2011,Michel Hazanavicius,4,Jean Dujardin,man,19/06/1972,39,Berenice Bejo,woman,7/06/1976,35
The Bourne Identity,2002,Doug Liman,4,Matt Damon,man,8/10/1970,32,Franka Potente,woman,22/07/1974,28
The Favourite,2018,Yorgos Lanthimos,4,Olivia Colman,woman,30/01/1974,44,Rachel Weisz,woman,7/03/1970,48
The Favourite,2018,Yorgos Lanthimos,4,Mark Gatiss,man,17/10/1966,52,Rachel Weisz,woman,7/03/1970,48
The Good Girl,2002,Miguel Arteta,4,John C. Reilly,man,24/05/1965,37,Jennifer Aniston,woman,11/02/1969,33
The Hudsucker Proxy,1994,Joel Coen,4,Tim Robbins,man,18/10/1958,36,Jennifer Jason Leigh,woman,5/02/1962,32
The Italian Job,2003,F. Gary Gray,4,Mark Wahlberg,man,5/06/1971,32,Charlize Theron,woman,7/08/1975,28
The Princess Bride,1987,Rob Reiner,4,Cary Elwes,man,26/10/1962,25,Robin Wright,woman,8/04/1966,21
The Rock,1996,Michael Bay,4,Nicolas Cage,man,7/01/1964,32,Vanessa Marcil,woman,15/10/1968,28
The Scarlet Letter,1995,Roland Joffé,4,Gary Oldman,man,21/03/1958,37,Demi Moore,woman,11/11/1962,33
The Spanish Prisoner,1997,David Mamet,4,Campbell Scott,man,19/07/1961,36,Rebecca Pidgeon,woman,10/10/1965,32
This Means War,2012,McG,4,Chris Pine,man,26/08/1980,32,Reese Witherspoon,woman,21/03/1976,36
Twilight,2008,Catherine Hardwicke,4,Robert Pattinson,man,13/05/1986,22,Kristen Stewart,woman,9/04/1990,18
Two Weeks Notice,2002,Marc Lawrence,4,Hugh Grant,man,9/09/1960,42,Sandra Bullock,woman,26/07/1964,38
Walk the Line,2005,James Mangold,4,Joaquin Phoenix,man,28/10/1974,31,Ginnifer Goodwin,woman,22/05/1978,27
Wayne's World,1993,Penelope Spheeris,4,Mike Myers,man,25/04/1963,30,Tia Carrere,woman,2/01/1967,26
We Are Your Friends,2015,Max Joseph,4,Zac Efron,man,18/10/1987,28,Emily Ratajkowski,woman,7/06/1991,24
Whatever Works,2009,Woody Allen,4,Henry Cavill,man,5/05/1983,26,Evan Rachel Wood,woman,7/09/1987,22
X-Men,2000,Bryan Singer,4,Hugh Jackman,man,12/10/1968,32,Famke Janssen,woman,5/11/1964,36
A Woman Under the Influence,1974,John Cassavetes,3,Peter Falk,man,16/09/1927,47,Gena Rowlands,woman,19/06/1930,44
Amelia,2009,Mira Nair,3,Ewan McGregor,man,31/03/1971,38,Hilary Swank,woman,30/07/1974,35
American Beauty,1999,Sam Mendes,3,Peter Gallagher,man,19/08/1955,44,Annette Bening,woman,29/05/1958,41
Arbitrage,2012,Nicholas Jarecki,3,Richard Gere,man,31/08/1949,63,Susan Sarandon,woman,4/10/1946,66
Becoming Jane,2007,Julian Jarrold,3,James McAvoy,man,21/04/1979,28,Anne Hathaway,woman,12/11/1982,25
